"age","gender","married","has_children","home_country","home_city","home_airport","sign_up_date","user_id","num_clicks","user_visit_frequency","avg_session_duration","session_duration_total","days_since_last_session","membership_days","bounce_rate","avg_click_rate","repeat_booking_count","num_flights","avg_num_bags","num_seats_booked","avg_km_flown","time_after_booking_days","flight_booking_rate","hotel_booking_rate","flight_discount_effectiveness","hotel_discount_effectiveness","money_spend_hotel","total_spent","customer_value","travel_type","user_perks"
"34","F","false","false","usa","los angeles","LAX","2023-01-19","540455","126","8","116.63","933","608 days 01:08:00","754","0.38","8.16","2","4","1.00","1.00","2341.89","5.50","0.25","0.25","0","1","1366.20","4567.16","low_value_Customer","Solo","10% Discount on next trip"
"37","F","false","false","usa","new york","LGA","2023-01-19","540475","105","8","97.13","777","625 days 07:11:00","754","0.25","8.16","2","2","1.00","1.00","153.02","6.00","0.13","0.25","0","1","3880.40","3936.38","low_value_Customer","Solo","10% Discount on next trip"
"40","F","true","false","usa","denver","DEN","2023-01-19","540502","213","8","198.75","1590","674 days 19:52:00","754","0.25","8.00","4","6","0.33","1.00","1686.98","6.67","0.38","0.50","0","0","2377.00","7377.34","low_value_Customer","Solo","10% Discount on next trip"
"43","F","false","false","usa","san diego","SAN","2023-01-19","540527","129","8","120.25","962","649 days 05:34:00","754","0.25","8.02","4","8","0.25","1.00","1379.34","7.25","0.50","0.50","2","0","1017.00","8580.60","low_value_Customer","Business","Free Priority Boarding"
"53","M","true","true","usa","detroit","DTW","2023-01-19","540557","125","8","116.25","930","641 days 06:47:00","754","0.13","7.99","4","6","0.67","1.33","1323.32","6.00","0.38","0.50","1","1","1206.20","8133.62","low_value_Customer","Family","Free Cancelation"
"50","F","true","true","usa","phoenix","LUF","2023-01-19","540572","186","8","172.50","1380","619 days 10:02:00","754","0.13","8.13","6","10","1.20","2.00","2392.80","40.00","0.63","0.75","1","1","11597.00","43509.80","high_value_Customer","Couple","Free hotel night"
"47","F","true","true","usa","san antonio","SAT","2023-01-19","540580","125","8","117.38","939","573 days 01:05:00","754","0.38","7.99","4","6","0.67","1.00","1617.22","5.67","0.38","0.38","0","0","1410.00","6597.42","low_value_Customer","Solo","10% Discount on next trip"
"53","F","true","false","usa","cincinnati","LUK","2023-01-19","540597","146","9","120.22","1082","586 days 10:05:00","754","0.44","7.96","2","4","0.00","1.00","525.99","6.50","0.22","0.11","0","0","416.00","1134.84","low_value_Customer","Business","Free Priority Boarding"
"24","F","false","false","usa","los angeles","LAX","2023-01-19","540605","79","8","73.38","587","571 days 09:55:00","754","0.38","8.07","1","2","0.00","1.00","3766.25","12.00","0.13","0.13","1","1","977.55","2227.21","low_value_Customer","Solo","10% Discount on next trip"
"32","F","false","false","usa","new york","JFK","2023-01-19","540614","188","7","200.00","1400","668 days 17:09:00","754","0.29","8.10","4","8","0.50","1.50","3332.40","6.75","0.57","0.57","1","1","1665.20","29150.96","high_value_Customer","Local","Free Meal"
"48","F","false","false","usa","chicago","ORD","2023-01-19","540622","124","8","114.75","918","636 days 04:24:00","754","0.25","8.16","3","6","0.33","1.00","1535.88","5.33","0.38","0.38","1","0","2750.00","7871.18","low_value_Customer","Solo","10% Discount on next trip"
"73","F","true","false","usa","new york","LGA","2023-01-19","540642","72","8","66.38","531","576 days 02:21:00","754","0.13","8.14","1","0","","","","","0.00","0.13","0","0","756.00","","low_value_Customer","Local","Free Meal"
"56","F","true","true","usa","boston","BOS","2023-01-19","540652","80","8","75.00","600","644 days 01:38:00","754","0.25","7.98","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"41","F","true","true","canada","london","YXU","2023-01-19","540653","115","8","105.63","845","586 days 12:05:00","754","0.50","8.09","1","0","","","","","0.00","0.13","0","0","1385.00","","low_value_Customer","Local","Free Meal"
"50","F","false","true","usa","san antonio","SKF","2023-01-19","540654","155","8","144.38","1155","581 days 07:04:00","754","0.25","8.12","4","8","0.50","1.50","1769.79","8.50","0.50","0.50","0","0","2440.00","17518.56","low_value_Customer","Family","Free Cancelation"
"40","F","true","false","canada","calgary","YYC","2023-01-19","540656","163","9","134.00","1206","588 days 08:58:00","754","0.22","8.06","6","10","0.40","1.40","2670.49","6.60","0.56","0.67","0","1","4344.60","38853.10","high_value_Customer","Local","Free Meal"
"35","F","true","true","canada","windsor","YQG","2023-01-19","540664","100","8","93.13","745","571 days 03:32:00","754","0.13","8.03","2","4","0.50","1.00","1918.56","7.00","0.25","0.13","0","0","705.00","3915.08","low_value_Customer","Solo","10% Discount on next trip"
"30","M","false","true","usa","san francisco","SFO","2023-01-19","540666","81","9","67.78","610","590 days 02:57:00","754","0.56","8.01","2","3","0.00","1.00","2415.54","8.50","0.22","0.22","0","0","857.00","3172.31","low_value_Customer","Business","Free Priority Boarding"
"52","F","true","false","usa","los angeles","LAX","2023-01-19","540698","105","8","97.75","782","584 days 05:34:00","754","0.38","7.93","3","6","0.00","1.00","2324.70","8.00","0.38","0.38","0","2","947.05","7504.15","low_value_Customer","Solo","10% Discount on next trip"
"36","F","true","false","usa","boston","BOS","2023-01-19","540708","104","8","95.38","763","592 days 16:54:00","754","0.38","8.17","4","6","0.33","1.00","1933.13","7.67","0.38","0.50","0","0","3111.00","9300.54","low_value_Customer","Solo","10% Discount on next trip"
"41","F","true","false","usa","los angeles","LAX","2023-01-19","540718","140","8","131.38","1051","603 days 07:23:00","754","0.13","8.00","3","4","0.50","1.00","3117.17","7.50","0.25","0.25","0","0","2408.00","6054.48","low_value_Customer","Solo","10% Discount on next trip"
"36","F","false","false","canada","montreal","YMX","2023-01-19","540733","113","8","104.63","837","600 days 21:26:00","754","0.38","8.02","4","6","0.33","1.33","1591.06","5.67","0.38","0.38","0","1","2489.50","8696.98","low_value_Customer","Local","Free Meal"
"67","F","true","false","usa","new york","LGA","2023-01-19","540777","114","10","84.60","846","628 days 13:46:00","754","0.30","7.94","1","0","","","","","0.00","0.10","0","1","2822.40","","low_value_Customer","Local","Free Meal"
"43","M","false","false","usa","cincinnati","LUK","2023-01-19","540819","185","8","171.88","1375","621 days 07:50:00","754","0.25","8.00","4","8","0.50","1.00","2038.81","6.25","0.50","0.50","1","1","920.50","12258.26","low_value_Customer","Business","Free Priority Boarding"
"50","F","true","true","canada","toronto","YZD","2023-01-19","540837","95","8","88.13","705","638 days 03:34:00","754","0.25","8.07","1","2","0.00","1.00","1576.15","5.00","0.13","0.13","0","0","106.00","636.16","low_value_Customer","Business","Free Priority Boarding"
"37","F","true","false","usa","lubbock","LBB","2023-01-19","540857","63","8","59.88","479","598 days 02:34:00","754","0.38","7.91","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"48","F","true","true","usa","los angeles","LAX","2023-01-19","540863","141","9","187.67","1689","635 days 03:40:00","754","0.22","7.32","2","2","5.00","6.00","557.62","280.00","0.11","0.11","0","0","1880.00","3130.20","low_value_Customer","Family","Free Cancelation"
"48","F","false","false","canada","ottawa","YOW","2023-01-19","540924","140","8","130.38","1043","611 days 01:02:00","754","0.50","8.05","3","0","","","","","0.00","0.38","0","0","4157.00","","low_value_Customer","Local","Free Meal"
"22","F","false","true","usa","los angeles","LAX","2023-01-19","540941","91","8","83.88","671","575 days 03:51:00","754","0.25","8.15","2","2","0.00","1.00","20599.21","365.00","0.13","0.13","0","0","239.00","5378.86","low_value_Customer","Business","Free Priority Boarding"
"58","F","true","false","canada","montreal","YUL","2023-01-19","540966","96","9","79.22","713","575 days 03:23:00","754","0.67","7.85","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"33","F","false","false","usa","portland","PDX","2023-01-19","540973","140","8","130.75","1046","572 days 04:11:00","754","0.25","8.00","3","6","1.00","1.00","2837.66","6.33","0.38","0.38","0","0","699.00","9906.12","low_value_Customer","Business","Free Priority Boarding"
"34","M","false","false","usa","baton rouge","BTR","2023-01-19","540974","119","8","110.00","880","602 days 12:43:00","754","0.38","8.01","2","2","1.00","1.00","1415.04","6.00","0.13","0.25","0","0","609.00","1064.44","low_value_Customer","Solo","10% Discount on next trip"
"42","F","false","true","canada","victoria","YYJ","2023-01-19","541001","141","8","131.13","1049","596 days 09:49:00","754","0.13","8.04","2","4","0.50","1.00","3360.07","6.50","0.25","0.13","0","0","282.00","5391.56","low_value_Customer","Business","Free Priority Boarding"
"18","F","false","false","usa","san antonio","SAT","2023-01-19","541034","50","8","47.38","379","587 days 13:35:00","754","0.75","7.80","1","0","","","","","0.00","0.13","0","1","1021.50","","low_value_Customer","Local","Free Meal"
"29","F","false","false","usa","los angeles","LAX","2023-01-19","541040","134","8","232.25","1858","597 days 04:34:00","754","0.25","7.22","3","4","1.00","1.00","2805.88","7.50","0.25","0.38","1","1","1298.00","5186.24","low_value_Customer","Solo","10% Discount on next trip"
"19","F","false","false","canada","montreal","YMX","2023-01-19","541041","104","9","85.89","773","645 days 17:54:00","754","0.33","8.06","1","2","0.00","1.00","794.13","5.00","0.11","0.11","0","0","1650.00","1899.46","low_value_Customer","Solo","10% Discount on next trip"
"73","F","true","false","usa","madison","MSN","2023-01-19","541047","109","7","115.86","811","685 days 02:58:00","754","0.43","8.06","2","2","1.00","2.00","990.54","140.00","0.14","0.29","0","0","5912.00","6638.12","low_value_Customer","Couple","Free hotel night"
"40","F","false","true","usa","milwaukee","MKE","2023-01-19","541061","119","8","111.25","890","597 days 12:12:00","754","0.38","8.02","2","2","1.00","1.00","1005.53","6.00","0.13","0.13","1","0","1544.00","1919.46","low_value_Customer","Business","Free Priority Boarding"
"70","F","true","false","usa","san jose","SJC","2023-01-19","541083","105","8","97.25","778","593 days 07:33:00","754","0.38","8.03","1","2","0.00","2.00","3970.97","6.00","0.13","0.13","0","1","205.70","2996.24","low_value_Customer","Couple","Free hotel night"
"52","F","false","false","usa","memphis","MEM","2023-01-19","541084","131","9","109.00","981","580 days 18:33:00","754","0.22","8.02","5","4","0.50","1.00","1211.63","8.00","0.22","0.56","0","1","5399.40","7012.84","low_value_Customer","Solo","10% Discount on next trip"
"45","F","false","false","usa","detroit","DTW","2023-01-19","541112","130","8","119.25","954","599 days 11:32:00","754","0.00","8.19","4","6","1.33","1.33","763.33","7.00","0.38","0.50","1","0","2108.00","5650.70","low_value_Customer","Local","Free Meal"
"33","M","true","true","usa","los angeles","LAX","2023-01-19","541132","50","8","46.25","370","573 days 14:42:00","754","0.50","8.13","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"35","F","false","false","usa","akron","AKR","2023-01-19","541150","107","9","88.89","800","597 days 13:42:00","754","0.33","8.02","3","4","1.00","1.00","1764.86","8.50","0.22","0.33","0","0","2731.00","5436.56","low_value_Customer","Solo","10% Discount on next trip"
"44","M","false","true","usa","houston","IAH","2023-01-19","541162","166","8","321.88","2575","580 days 10:12:00","754","0.25","7.15","5","10","0.40","1.00","1905.78","9.40","0.63","0.50","1","0","1453.00","17870.40","low_value_Customer","Solo","10% Discount on next trip"
"40","F","true","false","usa","los angeles","LAX","2023-01-19","541168","148","8","138.25","1106","584 days 08:44:00","754","0.13","8.05","6","10","0.60","1.00","2224.97","6.60","0.63","0.50","1","0","2033.00","21542.30","low_value_Customer","Solo","Free upgade to premium class ticket"
"40","F","false","true","usa","new york","LGA","2023-01-19","541176","125","8","118.13","945","581 days 19:09:00","754","0.25","7.92","3","4","0.67","1.00","2184.83","5.00","0.38","0.38","1","1","1107.30","4217.34","low_value_Customer","Business","Free Priority Boarding"
"25","F","true","true","canada","london","YXU","2023-01-19","541193","96","8","89.13","713","582 days 19:59:00","754","0.25","8.07","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"26","F","false","false","usa","charlotte","CLT","2023-01-19","541216","77","9","63.89","575","669 days 03:23:00","754","0.56","7.95","1","2","0.00","1.00","3406.47","6.00","0.11","0.11","1","0","258.00","1451.00","low_value_Customer","Business","Free Priority Boarding"
"51","F","false","true","canada","montreal","YMX","2023-01-19","541224","103","8","95.50","764","646 days 02:27:00","754","0.38","8.08","2","4","0.50","1.00","3744.75","8.50","0.25","0.25","0","0","498.00","5951.48","low_value_Customer","Business","Free Priority Boarding"
"49","F","true","false","usa","san diego","SAN","2023-01-19","541235","168","8","157.38","1259","614 days 14:23:00","754","0.13","7.98","5","10","0.40","1.60","3352.73","6.40","0.63","0.63","0","2","1735.90","51972.20","high_value_Customer","Local","Free Meal"
"48","M","false","true","usa","burlington","BTV","2023-01-19","541236","79","8","72.88","583","682 days 03:53:00","754","0.50","8.13","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"27","F","true","false","usa","lincoln","LNK","2023-01-19","541240","76","8","71.38","571","584 days 04:35:00","754","0.38","7.93","2","2","0.00","1.00","1712.60","11.00","0.13","0.25","0","1","588.80","1271.20","low_value_Customer","Solo","10% Discount on next trip"
"56","F","true","false","usa","charlotte","CLT","2023-01-19","541249","126","8","117.75","942","597 days 06:39:00","754","0.13","8.00","3","4","0.00","1.50","882.38","7.50","0.25","0.38","1","1","5548.00","7303.68","low_value_Customer","Local","Free Meal"
"45","F","false","false","canada","edmonton","YXD","2023-01-19","541259","166","8","155.63","1245","582 days 06:39:00","754","0.00","7.99","5","7","0.25","1.25","2491.70","6.25","0.50","0.38","0","1","2568.80","15345.83","low_value_Customer","Local","Free Meal"
"39","F","true","true","canada","calgary","YYC","2023-01-19","541262","135","8","215.25","1722","606 days 11:03:00","754","0.25","7.31","4","8","0.75","1.00","2134.18","7.75","0.50","0.50","1","1","1150.40","13285.60","low_value_Customer","Business","Free Priority Boarding"
"47","F","true","false","usa","honolulu","HNL","2023-01-19","541282","203","9","238.78","2149","574 days 01:44:00","754","0.22","7.33","2","2","1.00","1.00","4909.39","10.00","0.11","0.22","1","0","1596.00","3320.18","low_value_Customer","Solo","10% Discount on next trip"
"45","F","true","false","usa","orlando","ORL","2023-01-19","541289","147","8","135.38","1083","571 days 07:36:00","754","0.13","8.10","4","8","0.50","1.25","2054.78","6.25","0.50","0.50","1","1","2704.80","16186.08","low_value_Customer","Local","Free Meal"
"46","F","true","false","canada","london","YXU","2023-01-20","541326","117","9","95.89","863","572 days 05:09:00","753","0.33","8.17","2","4","0.00","1.00","1964.15","9.50","0.22","0.11","1","0","413.00","2837.08","low_value_Customer","Solo","10% Discount on next trip"
"44","F","true","true","usa","portland","PWM","2023-01-20","541352","125","8","117.63","941","645 days 02:54:00","753","0.13","7.96","2","4","0.50","1.00","506.54","6.00","0.25","0.25","0","0","2622.00","3337.20","low_value_Customer","Solo","10% Discount on next trip"
"43","F","false","false","usa","buffalo","BUF","2023-01-20","541357","122","8","113.88","911","652 days 05:33:00","753","0.25","7.96","4","8","0.75","1.00","2448.93","40.50","0.50","0.38","1","1","1054.40","16224.40","low_value_Customer","Business","Free Priority Boarding"
"40","F","true","true","usa","new york","JFK","2023-01-20","541382","259","10","192.30","1923","590 days 01:03:00","753","0.30","8.05","5","10","0.40","1.00","1800.60","8.20","0.50","0.50","0","1","1468.60","17225.10","low_value_Customer","Solo","10% Discount on next trip"
"30","F","false","false","usa","detroit","YIP","2023-01-20","541389","142","9","117.78","1060","605 days 09:06:00","753","0.11","8.06","5","10","0.80","1.00","2256.37","7.40","0.56","0.33","0","0","1068.00","22118.20","low_value_Customer","Solo","10% Discount on next trip"
"37","F","true","false","usa","new york","LGA","2023-01-20","541438","202","9","166.22","1496","586 days 03:52:00","753","0.33","8.07","2","2","0.50","1.00","875.15","7.00","0.22","0.22","0","0","520.00","844.14","low_value_Customer","Business","Free Priority Boarding"
"56","F","false","true","usa","boston","BOS","2023-01-20","541454","166","8","153.88","1231","592 days 01:18:00","753","0.13","8.11","5","9","1.20","1.20","2781.17","6.80","0.63","0.63","1","0","3320.00","26854.55","high_value_Customer","Family","Free Cancelation"
"27","F","false","false","usa","los angeles","LAX","2023-01-20","541497","86","8","80.75","646","608 days 17:02:00","753","0.50","7.93","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"43","F","false","false","usa","los angeles","LAX","2023-01-20","541505","134","8","126.25","1010","619 days 19:50:00","753","0.25","7.98","3","6","0.67","1.00","1958.94","8.33","0.38","0.38","1","0","997.00","6253.06","low_value_Customer","Solo","10% Discount on next trip"
"54","M","false","false","usa","bakersfield","BFL","2023-01-20","541516","138","8","129.38","1035","588 days 16:55:00","753","0.13","7.97","3","4","1.00","1.00","2151.86","6.00","0.25","0.38","1","0","1760.00","4852.28","low_value_Customer","Solo","10% Discount on next trip"
"18","F","false","false","usa","washington","IAD","2023-01-20","541539","67","8","62.00","496","702 days 13:12:00","753","0.38","8.11","1","2","0.00","1.00","3439.52","195.00","0.13","0.00","0","0","0.00","","low_value_Customer","Local","Free Meal"
"52","M","true","true","usa","san diego","NZY","2023-01-20","541540","121","8","112.13","897","580 days 02:11:00","753","0.38","8.11","4","7","0.75","1.50","1415.68","6.75","0.50","0.38","1","0","2961.00","11190.76","low_value_Customer","Family","Free Cancelation"
"39","F","false","true","usa","san jose","SJC","2023-01-20","541612","104","8","96.75","774","595 days 07:04:00","753","0.25","8.16","5","9","0.40","1.00","3525.76","7.20","0.63","0.38","0","0","746.00","28002.77","high_value_Customer","Business","Free ugrade to business class ticket"
"38","F","false","false","usa","houston","HOU","2023-01-20","541649","182","8","168.50","1348","602 days 05:50:00","753","0.00","8.10","6","12","0.33","1.33","2027.70","4.00","0.75","0.75","1","2","2182.60","36027.28","high_value_Customer","Local","Free Meal"
"45","F","true","false","usa","austin","AUS","2023-01-20","541672","140","9","116.22","1046","613 days 06:37:00","753","0.22","8.03","4","8","0.50","1.25","2589.47","6.25","0.44","0.44","0","0","2035.00","20334.84","high_value_Customer","Local","Free Meal"
"47","F","true","false","usa","modesto","MOD","2023-01-20","541699","114","10","85.30","853","589 days 04:06:00","753","0.20","7.98","6","10","0.00","1.40","2493.92","7.60","0.50","0.30","0","1","10211.30","43530.30","high_value_Customer","Local","Free Meal"
"46","M","true","false","usa","san diego","SAN","2023-01-20","541700","117","8","109.00","872","588 days 04:38:00","753","0.38","8.06","2","4","1.00","1.00","2576.24","8.00","0.25","0.13","1","0","1416.00","4978.28","low_value_Customer","Solo","10% Discount on next trip"
"39","F","false","false","usa","los angeles","LAX","2023-01-20","541734","165","8","153.63","1229","592 days 02:31:00","753","0.13","7.98","3","6","1.00","1.00","3380.15","5.00","0.38","0.38","0","2","822.80","11333.48","low_value_Customer","Business","Free Priority Boarding"
"44","F","true","false","usa","charlotte","CLT","2023-01-20","541735","85","8","78.38","627","645 days 21:58:00","753","0.50","8.20","1","0","","","","","0.00","0.13","0","0","2624.00","","low_value_Customer","Local","Free Meal"
"39","F","false","false","usa","charlotte","CLT","2023-01-20","541752","181","8","166.25","1330","579 days 02:53:00","753","0.00","8.13","4","7","0.50","1.00","868.36","7.50","0.50","0.50","0","0","2275.00","5924.73","low_value_Customer","Solo","10% Discount on next trip"
"48","F","true","false","usa","baton rouge","BTR","2023-01-20","541764","108","8","100.75","806","585 days 05:02:00","753","0.38","8.07","3","4","0.50","1.50","1305.69","5.00","0.25","0.38","1","0","1743.00","4024.00","low_value_Customer","Local","Free Meal"
"48","F","true","true","canada","toronto","YZD","2023-01-20","541812","193","9","159.44","1435","603 days 02:04:00","753","0.11","8.14","6","10","0.20","1.20","1750.22","7.40","0.56","0.56","1","0","4444.00","19905.70","low_value_Customer","Family","Free Cancelation"
"27","F","true","false","usa","milwaukee","MKE","2023-01-20","541878","117","8","108.75","870","628 days 11:50:00","753","0.38","8.05","2","2","1.00","1.00","1177.32","10.00","0.13","0.25","0","0","3099.00","3528.84","low_value_Customer","Solo","10% Discount on next trip"
"44","F","false","false","canada","toronto","YZD","2023-01-20","541901","203","8","188.38","1507","572 days 04:37:00","753","0.13","8.06","6","10","0.80","1.00","900.92","7.60","0.63","0.63","0","1","7158.10","15972.20","low_value_Customer","Solo","Free upgade to premium class ticket"
"52","F","true","false","usa","san jose","SJC","2023-01-20","541906","106","7","111.57","781","674 days 14:55:00","753","0.14","8.18","4","6","1.33","1.33","7456.83","69.33","0.43","0.43","0","0","3217.00","41042.98","high_value_Customer","Local","Free Meal"
"56","F","false","false","usa","san antonio","SAT","2023-01-20","541921","96","8","89.00","712","581 days 10:43:00","753","0.38","8.08","2","2","0.00","3.00","2819.21","4.00","0.13","0.25","0","0","1254.00","4128.66","low_value_Customer","Groups","Discount at special events"
"48","F","false","false","usa","oakland","OAK","2023-01-20","541923","153","8","141.50","1132","663 days 11:05:00","753","0.00","8.14","3","4","0.00","1.00","2338.32","5.00","0.25","0.38","1","1","3580.80","6844.36","low_value_Customer","Solo","10% Discount on next trip"
"40","F","false","false","usa","omaha","OFF","2023-01-20","541931","158","8","147.25","1178","575 days 08:20:00","753","0.50","7.97","4","4","0.50","1.50","2036.96","7.00","0.25","0.50","0","0","3814.00","7959.00","low_value_Customer","Local","Free Meal"
"54","F","true","true","usa","charlotte","CLT","2023-01-20","541939","144","8","133.13","1065","589 days 22:10:00","753","0.13","8.12","4","6","0.00","1.00","1902.17","7.00","0.38","0.38","0","0","2628.00","8079.72","low_value_Customer","Solo","10% Discount on next trip"
"42","F","true","false","usa","new york","JFK","2023-01-20","541967","113","8","105.25","842","611 days 23:14:00","753","0.38","8.04","4","8","1.00","1.75","1417.65","6.75","0.50","0.38","0","0","1959.00","15469.32","low_value_Customer","Local","Free Meal"
"55","F","true","true","usa","chicago","ORD","2023-01-20","541972","132","8","122.13","977","579 days 13:13:00","753","0.25","8.02","2","3","1.00","1.00","2150.66","6.50","0.25","0.25","0","0","4514.00","5981.90","low_value_Customer","Solo","10% Discount on next trip"
"64","F","true","false","usa","jacksonville","NIP","2023-01-20","541980","100","8","94.50","756","592 days 03:32:00","753","0.00","7.94","1","2","0.00","1.00","1383.65","6.00","0.13","0.13","0","1","763.80","1281.54","low_value_Customer","Solo","10% Discount on next trip"
"18","F","false","false","usa","newport news","PHF","2023-01-20","541988","89","9","73.00","657","579 days 13:24:00","753","0.22","8.13","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"42","F","false","false","canada","ottawa","YOW","2023-01-20","541998","100","8","93.13","745","688 days 07:56:00","753","0.13","8.07","3","6","0.67","1.00","524.55","4.00","0.38","0.38","0","0","1004.00","2597.24","low_value_Customer","Solo","10% Discount on next trip"
"73","F","true","false","usa","denver","DEN","2023-01-20","541999","157","9","130.44","1174","598 days 09:00:00","753","0.11","8.01","2","0","","","","","0.00","0.22","0","0","5241.00","","low_value_Customer","Local","Free Meal"
"46","F","false","false","usa","nashville","BNA","2023-01-20","542012","139","8","130.38","1043","608 days 14:59:00","753","0.25","8.01","3","6","1.00","1.00","1949.27","7.00","0.38","0.38","1","0","1655.00","7714.70","low_value_Customer","Solo","10% Discount on next trip"
"43","F","true","false","usa","new york","LGA","2023-01-20","542015","134","8","126.00","1008","573 days 03:20:00","753","0.13","7.99","6","8","1.00","1.00","2854.13","6.25","0.50","0.75","0","1","5097.60","20220.80","low_value_Customer","Solo","Free upgade to premium class ticket"
"39","F","false","true","usa","lubbock","LBB","2023-01-20","542027","92","8","85.50","684","591 days 03:25:00","753","0.38","7.96","4","6","0.33","1.00","1309.34","6.33","0.38","0.50","1","1","2528.00","6584.84","low_value_Customer","Solo","10% Discount on next trip"
"42","F","true","true","usa","long beach","LGB","2023-01-20","542036","153","8","141.25","1130","656 days 15:02:00","753","0.25","8.25","2","4","0.50","1.00","3556.70","6.50","0.25","0.25","0","0","402.00","5170.24","low_value_Customer","Business","Free Priority Boarding"
"29","F","false","true","usa","long beach","LGB","2023-01-20","542056","247","7","263.00","1841","638 days 01:58:00","753","0.14","8.00","2","0","","","","","0.00","0.29","0","0","2764.00","","low_value_Customer","Local","Free Meal"
"51","F","true","false","canada","calgary","YYC","2023-01-20","542059","192","8","178.38","1427","665 days 05:23:00","753","0.25","8.04","3","6","0.33","1.00","2773.51","6.67","0.38","0.25","1","0","195.00","9889.20","low_value_Customer","Business","Free Priority Boarding"
"48","M","true","false","canada","toronto","YZD","2023-01-20","542065","92","7","98.43","689","698 days 06:55:00","753","0.14","7.96","2","4","0.50","1.50","8132.42","100.50","0.29","0.29","1","1","2788.60","21380.76","high_value_Customer","Local","Free Meal"
"57","F","false","false","usa","lubbock","LBB","2023-01-20","542080","191","8","176.38","1411","628 days 06:20:00","753","0.13","8.06","3","6","0.33","1.00","1680.23","5.67","0.38","0.38","1","1","2367.40","7745.80","low_value_Customer","Solo","10% Discount on next trip"
"51","F","true","true","usa","minneapolis","MSP","2023-01-20","542095","61","7","174.43","1221","620 days 07:12:00","753","0.43","6.85","1","2","1.00","1.00","1602.48","7.00","0.14","0.14","0","0","1526.00","2093.88","low_value_Customer","Solo","10% Discount on next trip"
"44","M","true","true","usa","long beach","LGB","2023-01-20","542142","231","8","214.25","1714","591 days 04:57:00","753","0.13","8.09","6","10","1.20","1.40","5898.47","62.00","0.63","0.63","1","0","9746.00","91302.70","high_value_Customer","Family","Free Cancelation"
"49","F","false","false","usa","san jose","SJC","2023-01-20","542153","100","8","94.50","756","582 days 01:48:00","753","0.50","7.93","2","4","0.50","1.00","2910.83","6.50","0.25","0.25","0","0","1123.00","5262.56","low_value_Customer","Solo","10% Discount on next trip"
"25","F","false","false","canada","winnipeg","YAV","2023-01-20","542189","139","9","114.22","1028","623 days 13:14:00","753","0.22","7.99","1","2","0.00","1.00","1962.68","6.00","0.11","0.11","0","1","268.20","979.26","low_value_Customer","Business","Free Priority Boarding"
"37","F","true","true","usa","el paso","ELP","2023-01-20","542194","87","8","80.63","645","582 days 03:27:00","753","0.25","8.07","3","6","0.33","1.67","1510.25","7.67","0.38","0.13","0","0","210.00","7978.98","low_value_Customer","Family","Free Cancelation"
"59","F","true","false","usa","burlington","BTV","2023-01-20","542196","72","8","68.13","545","667 days 15:18:00","753","0.25","7.87","2","2","1.00","1.00","289.81","8.00","0.13","0.13","1","0","1536.00","1638.36","low_value_Customer","Solo","10% Discount on next trip"
"39","F","true","true","usa","san diego","SAN","2023-01-20","542208","148","8","137.88","1103","590 days 17:39:00","753","0.25","8.03","5","10","0.40","1.20","2934.75","6.80","0.63","0.63","1","0","2864.00","31853.20","high_value_Customer","Family","Free Cancelation"
"49","F","true","false","usa","philadelphia","PNE","2023-01-20","542230","124","10","92.20","922","607 days 09:38:00","753","0.40","8.01","1","2","0.00","3.00","2301.22","8.00","0.10","0.10","0","0","3000.00","5623.96","high_value_Customer","Groups","Free chacked bag"
"45","F","true","false","usa","montgomery","MXF","2023-01-20","542254","98","8","91.50","732","603 days 02:38:00","753","0.50","7.97","2","4","1.00","1.00","3030.92","6.00","0.25","0.25","0","0","841.00","4829.88","low_value_Customer","Solo","10% Discount on next trip"
"25","F","true","false","usa","seattle","BFI","2023-01-20","542267","76","8","72.88","583","571 days 04:30:00","753","0.38","7.74","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"43","F","false","false","usa","tulsa","TUL","2023-01-20","542270","228","9","188.00","1692","571 days 05:14:00","753","0.00","8.00","3","4","0.50","2.00","1634.04","7.00","0.22","0.33","1","0","2058.00","5829.52","low_value_Customer","Couple","Free hotel night"
"36","F","false","false","canada","london","YXU","2023-01-20","542277","130","8","120.25","962","665 days 06:24:00","753","0.13","8.10","2","4","1.00","1.00","2795.16","7.00","0.25","0.25","1","0","1478.00","5528.40","low_value_Customer","Solo","10% Discount on next trip"
"49","F","false","false","usa","san jose","SJC","2023-01-20","542282","151","8","142.75","1142","586 days 13:03:00","753","0.25","7.90","4","8","0.50","1.25","1841.56","8.00","0.50","0.50","0","2","1033.60","12593.12","low_value_Customer","Local","Free Meal"
